Symbol,Stock Exchange,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ALSN,NYSE,"Allison Transmission Holdings, Inc.",37.67,$5.73B,2012,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alsn
ALL,NYSE,Allstate Corporation (The),84.13,$30.67B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/all
ALLY,NYSE,Ally Financial Inc.,18.71,$8.59B,2014,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ally
ALJ,NYSE,"Alon USA Energy, Inc.",12.53,$900.62M,2005,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/alj
ALDW,NYSE,"Alon USA Partners, LP",11.33,$708.35M,2012,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/aldw
AGD,NYSE,Alpine Global Dynamic Dividend Fund,10.07,$126.37M,2006,n/a,n/a,http://www.nasdaq.com/symbol/agd
AWP,NYSE,Alpine Global Premier Properties Fund,6.02,$514.16M,2007,n/a,n/a,http://www.nasdaq.com/symbol/awp
AOD,NYSE,Alpine Total Dynamic Dividend Fund,8.62,$927.45M,2007,n/a,n/a,http://www.nasdaq.com/symbol/aod
AYX,NYSE,"Alteryx, Inc.",18.55,$1.06B,2017,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ayx
RESI,NYSE,Altisource Residential Corporation,14.19,$759.38M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/resi
MO,NYSE,Altria Group,70.65,$136.47B,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/mo
ACH,NYSE,Aluminum Corporation of China Limited,11.45,$6.83B,2001,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/ach
AMBR,NYSE,"Amber Road, Inc.",7.71,$208.43M,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ambr
ABEV,NYSE,Ambev S.A.,6.26,$98.3B,2013,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/abev
AMC,NYSE,"AMC Entertainment Holdings, Inc.",26.9,$3.52B,2013,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/amc
AMFW,NYSE,Amec Plc Ord,6.84,$2.69B,2014,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/amfw
AEE,NYSE,Ameren Corporation,54.93,$13.33B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/aee
AMRC,NYSE,"Ameresco, Inc.",6.5,$295.26M,2010,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/amrc
AAT,NYSE,"American Assets Trust, Inc.",39.38,$1.86B,2011,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aat
AXL,NYSE,"American Axle & Manufacturing Holdings, Inc.",17.25,$1.92B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/axl
ACC,NYSE,American Campus Communities Inc,45.3,$6.07B,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acc
AEO,NYSE,"American Eagle Outfitters, Inc.",13.53,$2.39B,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/aeo
AEP,NYSE,"American Electric Power Company, Inc.",68.06,$33.47B,n/a,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/aep
AEL,NYSE,American Equity Investment Life Holding Company,23.68,$2.1B,2003,Finance,Life Insurance,http://www.nasdaq.com/symbol/ael
AXP,NYSE,American Express Company,77.49,$69.26B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/axp
AFA,NYSE,"American Financial Group, Inc.",25.2359,n/a,2012,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/afa
AMH,NYSE,American Homes 4 Rent,22.3,$5.77B,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amh
AIG,NYSE,"American International Group, Inc.",60.99,$56.46B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/aig
AMID,NYSE,"American Midstream Partners, LP",13.55,$698.99M,2011,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/amid
ARL,NYSE,"American Realty Investors, Inc.",7.39,$114.65M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/arl
ARA,NYSE,"American Renal Associates Holdings, Inc",18.1,$563.84M,2016,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/ara
AWR,NYSE,American States Water Company,44.35,$1.62B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awr
AMT,NYSE,American Tower Corporation (REIT),126.12,$53.6B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/amt
AVD,NYSE,American Vanguard Corporation,17.5,$521.2M,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/avd
AWK,NYSE,American Water Works,76.31,$13.6B,2008,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/awk
APU,NYSE,"AmeriGas Partners, L.P.",43.88,$4.08B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/apu
AMP,NYSE,"AMERIPRISE FINANCIAL SERVICES, INC.",126.13,$19.23B,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/amp
ABC,NYSE,AmerisourceBergen Corporation (Holding Co),88.745,$19.38B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/abc
ANFI,NYSE,Amira Nature Foods Ltd,5.25,$156.65M,2012,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/anfi
AMN,NYSE,AMN Healthcare Services Inc,38.55,$1.85B,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/amn
AP,NYSE,Ampco-Pittsburgh Corporation,15.75,$193.26M,n/a,Capital Goods,Fluid Controls,http://www.nasdaq.com/symbol/ap
APH,NYSE,Amphenol Corporation,72.85,$22.26B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/aph
BETR,NYSE,"Amplify Snack Brands, inc.",8.92,$684.79M,2015,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/betr
AXR,NYSE,AMREP Corporation,6.1,$49.28M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/axr
AME,NYSE,"AMTEK, Inc.",59.47,$13.68B,n/a,Consumer Durables,Metal Fabrications,http://www.nasdaq.com/symbol/ame
AEUA,NYSE,Anadarko Petroleum Corporation,45.1007,n/a,2015,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/aeua
AU,NYSE,AngloGold Ashanti Limited,11.31,$4.62B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/au
BUD,NYSE,Anheuser-Busch Inbev SA,119.83,$192.72B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/bud
AXE,NYSE,Anixter International Inc.,78.25,$2.6B,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/axe
NLY,NYSE,Annaly Capital Management Inc,11.3,$11.51B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nly
AMGP,NYSE,Antero Midstream GP LP,21.5,$4B,2017,n/a,n/a,http://www.nasdaq.com/symbol/amgp
AM,NYSE,Antero Midstream Partners LP,34.49,$6.41B,2014,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/am
AR,NYSE,Antero Resources Corporation,21.17,$6.68B,2013,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/ar
ANTM,NYSE,"Anthem, Inc.",181.44,$48.08B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/antm
ANH,NYSE,Anworth Mortgage Asset  Corporation,5.84,$558.49M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/anh
AON,NYSE,Aon plc,124.24,$32.56B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/aon
APA,NYSE,Apache Corporation,51.45,$19.57B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/apa
AIV,NYSE,Apartment Investment and Management Company,43.22,$6.79B,1994,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aiv
ARI,NYSE,Apollo Commercial Real Estate Finance,18.16,$1.66B,2009,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ari
APO,NYSE,"Apollo Global Management, LLC",26.98,$10.97B,2011,Finance,Investment Managers,http://www.nasdaq.com/symbol/apo
AFT,NYSE,Apollo Senior Floating Rate Fund Inc.,17.5,$272.53M,2011,n/a,n/a,http://www.nasdaq.com/symbol/aft
AIF,NYSE,Apollo Tactical Income Fund Inc.,16.46,$238.08M,2013,n/a,n/a,http://www.nasdaq.com/symbol/aif
APLE,NYSE,"Apple Hospitality REIT, Inc.",18.46,$4.12B,2015,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aple
AIT,NYSE,"Applied Industrial Technologies, Inc.",61.45,$2.4B,n/a,Consumer Durables,Industrial Specialties,http://www.nasdaq.com/symbol/ait
ATR,NYSE,"AptarGroup, Inc.",82.43,$5.15B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/atr
WTR,NYSE,"Aqua America, Inc.",31.76,$5.64B,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/wtr
WAAS,NYSE,AquaVenture Holdings Limited,16.3,$430.42M,2016,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/waas
ARMK,NYSE,Aramark,36.83,$8.99B,2013,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/armk
ABR,NYSE,Arbor Realty Trust,8.2,$425.17M,2004,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/abr
ARC,NYSE,"ARC Document Solutions, Inc.",3.76,$174.57M,2004,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/arc
ARCX,NYSE,Arc Logistic Partners LP,14.57,$284.39M,2013,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/arcx
MT,NYSE,ArcelorMittal,7.27,$22.29B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mt
ARCH,NYSE,"Arch Coal, Inc.",73.41,$1.84B,2016,Energy,Coal Mining,http://www.nasdaq.com/symbol/arch
ADM,NYSE,Archer-Daniels-Midland Company,41.96,$23.85B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/adm
AROC,NYSE,"Archrock, Inc.",11.15,$791.42M,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/aroc
ARNC,NYSE,Arconic Inc.,27.7,$12.21B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/arnc
ARCO,NYSE,Arcos Dorados Holdings Inc.,9.2,$1.94B,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/arco
ARD,NYSE,Ardagh Group S.A.,21.76,$5.09B,2017,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/ard
ASC,NYSE,Ardmore Shipping Corporation,7.95,$266.93M,2013,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/asc
ACRE,NYSE,Ares Commercial Real Estate Corporation,12.97,$369.42M,2012,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/acre
ARDC,NYSE,"Ares Dynamic Credit Allocation Fund, Inc.",16.06,$369.25M,2012,n/a,n/a,http://www.nasdaq.com/symbol/ardc
ARES,NYSE,Ares Management L.P.,18.85,$3.99B,2014,Finance,Investment Managers,http://www.nasdaq.com/symbol/ares
AGX,NYSE,"Argan, Inc.",69.9,$1.08B,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/agx
ANET,NYSE,"Arista Networks, Inc.",146.82,$10.57B,2014,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/anet
AI,NYSE,Arlington Asset Investment Corp,14.15,$334.34M,n/a,Finance,Finance/Investors Services,http://www.nasdaq.com/symbol/ai
AHH,NYSE,"Armada Hoffler Properties, Inc.",12.85,$488.49M,2013,Finance,Real Estate,http://www.nasdaq.com/symbol/ahh
ARR,NYSE,"ARMOUR Residential REIT, Inc.",24.7,$907.29M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/arr
AFI,NYSE,"Armstrong Flooring, Inc.",19.63,$543.03M,2016,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/afi
AWI,NYSE,Armstrong World Industries Inc,45.15,$2.4B,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/awi
ARW,NYSE,"Arrow Electronics, Inc.",75.6,$6.72B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/arw
AJG,NYSE,Arthur J. Gallagher & Co.,54.73,$9.82B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ajg
APAM,NYSE,Artisan Partners Asset Management Inc.,28.3,$2.14B,2013,Finance,Investment Managers,http://www.nasdaq.com/symbol/apam
ASA,NYSE,ASA Gold and Precious Metals Limited,12.1601,$234.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/asa
ABG,NYSE,Asbury Automotive Group Inc,56.2,$1.18B,2002,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/abg
AHP,NYSE,"Ashford Hospitality Prime, Inc.",10.13,$323.55M,2013,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ahp
AHT,NYSE,Ashford Hospitality Trust Inc,5.93,$578.18M,2003,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/aht
ASH,NYSE,Ashland Global Holdings Inc.,121.75,$7.57B,n/a,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/ash
APB,NYSE,"Asia Pacific Fund, Inc. (The)",12.16,$125.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apb
GRR,NYSE,"Asia Tigers Fund, Inc. (The)",11.9108,$41.42M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/grr
ASPN,NYSE,"Aspen Aerogels, Inc.",4.25,$99.91M,2014,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/aspn
AHL,NYSE,Aspen Insurance Holdings Limited,50.45,$3.03B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ahl
ASB,NYSE,Associated Banc-Corp,24.6,$3.75B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/asb
AC,NYSE,"Associated Capital Group, Inc.",33.9,$821.35M,2015,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ac
AIZ,NYSE,"Assurant, Inc.",102.05,$5.59B,2004,Finance,Accident &Health Insurance,http://www.nasdaq.com/symbol/aiz
AGO,NYSE,Assured Guaranty Ltd.,38.7,$4.71B,2004,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/ago
AF,NYSE,Astoria Financial Corporation,19.56,$1.99B,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/af
AZN,NYSE,Astrazeneca PLC,34,$86.09B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/azn
HOME,NYSE,At Home Group Inc.,18.74,$1.13B,2016,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/home
T,NYSE,AT&T Inc.,38.49,$236.64B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/t
ATTO,NYSE,Atento S.A.,10.35,$764.96M,2014,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/atto
ATH,NYSE,Athene Holding Ltd.,52.99,$11.25B,2016,Finance,Life Insurance,http://www.nasdaq.com/symbol/ath
ATKR,NYSE,Atkore International Group Inc.,22.11,$1.4B,2016,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/atkr
AT,NYSE,Atlantic Power Corporation,2.4,$276.55M,n/a,Energy,Electric Utilities: Central,http://www.nasdaq.com/symbol/at
ATO,NYSE,Atmos Energy Corporation,81.34,$8.56B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/ato
ATW,NYSE,"Atwood Oceanics, Inc.",8.15,$656.21M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/atw
AUO,NYSE,AU Optronics Corp,3.74,$3.6B,2002,Technology,Semiconductors,http://www.nasdaq.com/symbol/auo
ATHM,NYSE,Autohome Inc.,37.08,$4.28B,2013,Technology,EDP Services,http://www.nasdaq.com/symbol/athm
ALV,NYSE,"Autoliv, Inc.",102.59,$9.06B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/alv
AN,NYSE,"AutoNation, Inc.",39.36,$3.99B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/an
AZO,NYSE,"AutoZone, Inc.",680.72,$19.34B,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/azo
AVB,NYSE,"AvalonBay Communities, Inc.",192.04,$26.46B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/avb
AGR,NYSE,"Avangrid, Inc.",44.27,$13.68B,2015,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/agr
ACP,NYSE,Avenue Income Credit Strategies Fund,14.17,$185.26M,2011,n/a,n/a,http://www.nasdaq.com/symbol/acp
AVY,NYSE,Avery Dennison Corporation,83.35,$7.38B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/avy
AVH,NYSE,Avianca Holdings S.A.,7.1,$888.66M,2013,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/avh
AVA,NYSE,Avista Corporation,41.31,$2.66B,n/a,Public Utilities,Power Generation,http://www.nasdaq.com/symbol/ava
AVT,NYSE,"Avnet, Inc.",37.31,$4.66B,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/avt
AVP,NYSE,"Avon Products, Inc.",3.67,$1.61B,n/a,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/avp
AVX,NYSE,AVX Corporation,16.53,$2.77B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/avx
AXTA,NYSE,Axalta Coating Systems Ltd.,31.18,$7.55B,2014,Basic Industries,Paints/Coatings,http://www.nasdaq.com/symbol/axta
AXS,NYSE,Axis Capital Holdings Limited,62.96,$5.33B,2003,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/axs
AXON          ,NYSE,Axovant Sciences Ltd.,22.21,$2.37B,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
AZUL,NYSE,Azul S.A.,24.2,$22.48B,2017,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/azul
AZRE,NYSE,Azure Power Global Limited,16.64,$431.24M,2016,Public Utilities,Electric Utilities: Central,http://www.nasdaq.com/symbol/azre
AZZ,NYSE,AZZ Inc.,56.15,$1.46B,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/azz
BGS,NYSE,"B&G Foods, Inc.",40.6,$2.7B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/bgs
BW,NYSE,Babcock,10.41,$508.34M,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/bw
BGH,NYSE,Babson Global Short Duration High Yield Fund,20.32,$407.58M,2012,n/a,n/a,http://www.nasdaq.com/symbol/bgh
BMI,NYSE,"Badger Meter, Inc.",37.85,$1.1B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/bmi
BHI,NYSE,Baker Hughes Incorporated,58.26,$24.79B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/bhi
BBN,NYSE,BalckRock Taxable Municipal Bond Trust,22.72,$1.3B,2010,n/a,n/a,http://www.nasdaq.com/symbol/bbn
BLL,NYSE,Ball Corporation,80.36,$14.11B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bll
BGE^B,NYSE,Baltimore Gas & Electric Company,25.9,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bge^b
BANC,NYSE,"Banc of California, Inc.",20.15,$1.06B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/banc
BBVA,NYSE,Banco Bilbao Viscaya Argentaria S.A.,8.1,$53.19B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bbva
BBD,NYSE,Banco Bradesco Sa,10.23,$565.91M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbd
BCH,NYSE,Banco De Chile,74.62,$12.14B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bch
BLX,NYSE,"Banco Latinoamericano de Comercio Exterior, S.A.",27.43,$1.08B,1992,Finance,Commercial Banks,http://www.nasdaq.com/symbol/blx
BSBR,NYSE,Banco Santander Brasil SA,9.07,$68.21B,2009,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsbr
BSAC,NYSE,Banco Santander Chile,23.77,$11.2B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bsac
SAN,NYSE,"Banco Santander, S.A.",6.63,$96.68B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/san
CIB,NYSE,BanColombia S.A.,43.19,$10.39B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/cib
BXS,NYSE,"BancorpSouth, Inc.",29.55,$2.7B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bxs
BAC,NYSE,Bank of America Corporation,24,$238.85B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bac
BOH,NYSE,Bank of Hawaii Corporation,80.07,$3.42B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/boh
NTB,NYSE,Bank of N.T. Butterfield & Son Limited (The),34.17,$1.85B,2016,Finance,Commercial Banks,http://www.nasdaq.com/symbol/ntb
BK,NYSE,Bank Of New York Mellon Corporation (The),46.76,$48.62B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bk
BNS,NYSE,Bank of Nova Scotia (The),54.9,$66.12B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bns
RATE,NYSE,"Bankrate, Inc.",10.55,$944.36M,2011,Technology,EDP Services,http://www.nasdaq.com/symbol/rate
BKU,NYSE,"BankUnited, Inc.",34.13,$3.65B,2011,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bku
BCS,NYSE,Barclays PLC,10.63,$45.12B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bcs
MCI,NYSE,Barings Corporate Investors,15.46,$306.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mci
MPV,NYSE,Barings Participation Investors,14.7,$152.95M,1988,n/a,n/a,http://www.nasdaq.com/symbol/mpv
BNED,NYSE,"Barnes & Noble Education, Inc",9.82,$456.12M,2015,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bned
BKS,NYSE,"Barnes & Noble, Inc.",7.95,$576.12M,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/bks
B,NYSE,"Barnes Group, Inc.",55.08,$2.96B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/b
CUDA,NYSE,"Barracuda Networks, Inc.",21.79,$1.15B,2013,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/cuda
ABX,NYSE,Barrick Gold Corporation,16.87,$19.67B,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/abx
BAS,NYSE,"Basic Energy Services, Inc.",27.99,$727.75M,2005,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/bas
BAX,NYSE,Baxter International Inc.,56.19,$30.55B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bax
BTE,NYSE,Baytex Energy Corp,3.22,$754.14M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bte
BBT,NYSE,BB&T Corporation,43.01,$34.9B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bbt
BFR,NYSE,BBVA Banco Frances S.A.,17.91,$3.21B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/bfr
BCE,NYSE,"BCE, Inc.",44.73,$40.23B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/bce
BZH,NYSE,"Beazer Homes USA, Inc.",14.67,$492.12M,1994,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/bzh
BDX,NYSE,"Becton, Dickinson and Company",184.62,$39.38B,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/bdx
BDC,NYSE,Belden Inc,71.32,$3.01B,n/a,Basic Industries,Telecommunications Equipment,http://www.nasdaq.com/symbol/bdc
BXE,NYSE,Bellatrix Exploration Ltd,0.7388,$182.18M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/bxe
BEL,NYSE,Belmond Ltd.,12.1,$1.24B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/bel
BMS,NYSE,"Bemis Company, Inc.",44.21,$4.07B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/bms
BHE,NYSE,"Benchmark Electronics, Inc.",32.1,$1.6B,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/bhe
BRK.A,NYSE,Berkshire Hathaway Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/brk.a
BHLB,NYSE,"Berkshire Hills Bancorp, Inc.",36.4,$1.3B,n/a,Finance,Banks,http://www.nasdaq.com/symbol/bhlb
